Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2016420077635,1,1,1,2,25,5,3,0,0,0,0,0,9,1,10
2016420077638,1,1,1,2,18,4,3,0,0,0,0,0,9,1,10
2016420077638,1,2,2,2,16,4,2,0,0,1,0,0,9,-1,-1
2016420077640,1,1,1,1,18,4,3,0,0,0,0,0,9,1,6
2016420077640,1,2,2,1,18,4,3,0,0,1,0,0,9,1,6
2016420077640,1,3,2,2,18,4,3,0,0,2,0,0,9,-1,-1
2016420077641,1,1,1,1,9,2,2,0,0,0,0,0,1,1,5
2016420077730,1,1,1,1,19,4,3,0,0,0,0,0,1,1,3
2016420077748,1,1,3,1,40,7,3,5,1,0,0,0,0,1,3
2016420077930,2,1,1,2,42,7,3,0,0,0,0,0,9,1,7
2016420077960,1,1,2,1,22,5,1,0,0,1,0,0,9,-1,-1
2016420077960,1,2,1,1,24,5,2,0,0,0,0,0,9,1,2
2016420078010,2,1,1,2,24,5,3,0,0,0,0,0,9,2,9
2016420078025,1,1,3,1,51,8,2,9,9,0,0,0,0,1,3
2016420078057,1,1,3,2,81,11,2,10,5,0,0,0,0,1,10
2016420078057,3,2,1,2,48,8,3,0,0,0,0,0,9,1,1
2016420078068,1,1,1,1,23,5,3,0,0,0,0,0,9,1,10
2016420078068,2,2,1,1,24,5,3,0,0,0,0,0,9,3,5
2016420078069,2,1,1,1,83,11,3,0,0,0,0,0,22,1,4
2016420078070,1,1,1,1,52,8,3,0,0,0,0,0,9,1,8
2016420078070,2,2,2,2,23,5,3,0,0,1,0,0,9,2,7
2016420078070,2,3,1,1,30,6,3,0,0,0,0,0,9,2,7
2016420078071,1,1,1,1,57,9,3,0,0,0,0,0,9,1,1
2016420078071,2,2,1,1,70,10,3,0,0,0,0,0,9,2,9
2016420078072,1,1,1,1,33,6,3,0,0,0,0,0,9,1,8
2016420078072,1,2,2,1,28,6,3,0,0,1,0,0,9,1,8
2016420078160,2,1,1,1,38,7,3,0,0,0,0,0,1,3,9
2016420078324,1,1,1,2,-1,-1,3,0,0,0,0,0,1,1,7
2016420078387,2,1,1,1,29,6,2,0,0,0,0,0,5,-1,-1
2016420078423,2,1,1,1,56,9,3,0,0,0,0,0,9,1,2
2016420078490,2,1,2,2,75,10,3,0,0,1,0,0,9,-1,-1
2016420078490,2,2,1,2,48,8,2,0,0,0,0,0,9,1,5
2016420078538,2,1,1,1,12,3,3,0,0,0,0,0,1,1,5
2016420078540,1,1,3,1,28,6,1,5,1,0,0,0,0,-1,-1
2016420078545,2,1,1,1,43,7,3,0,0,0,0,0,9,1,2
2016420078546,2,1,1,1,20,4,2,0,0,0,0,0,5,1,1
2016420078547,1,1,2,1,10,2,3,0,0,1,0,0,9,3,6
2016420078547,1,2,2,1,11,3,3,0,0,2,0,0,9,3,6
2016420078547,1,3,2,1,11,3,2,0,0,2,0,0,9,3,6
2016420078547,1,4,2,1,10,2,2,0,0,2,0,0,9,3,6
2016420078772,1,1,1,2,20,4,3,0,0,0,0,0,9,1,5
2016420078772,2,2,2,2,13,3,3,0,0,1,0,0,9,-1,-1
2016420078824,1,1,1,1,18,4,3,0,0,0,0,0,3,1,1
2016420078833,1,1,3,2,16,4,3,6,9,0,0,0,0,1,2
2016420078862,1,1,1,1,17,4,2,0,0,0,0,0,3,3,3
2016420078909,1,1,1,2,33,6,3,0,0,0,0,0,9,1,7
2016420078932,1,1,1,1,-1,-1,3,0,0,0,0,0,1,3,10
2016420078969,2,1,1,1,77,11,3,0,0,0,0,0,9,1,6
2016420079015,2,1,1,1,24,5,3,0,0,0,0,0,1,1,1
2016420079018,1,1,1,1,52,8,3,0,0,0,0,0,9,3,6
2016420079018,1,2,2,2,53,8,3,0,0,1,0,0,9,3,6
2016420079020,1,1,1,1,40,7,2,0,0,0,0,0,9,-1,-1
2016420079022,2,1,1,1,22,5,3,0,0,0,0,0,3,1,1
2016420079024,2,1,1,2,49,8,3,0,0,0,0,0,1,1,10
2016420079066,1,1,1,1,25,5,3,0,0,0,0,0,90,1,4
2016420079093,1,1,1,1,43,7,3,0,0,0,0,0,9,1,3
2016420079112,2,1,1,2,55,8,3,0,0,0,0,0,9,1,10
2016420079160,2,1,1,1,41,7,2,0,0,0,0,0,5,1,5
2016420079175,1,1,1,1,66,10,3,0,0,0,0,0,9,2,8
2016420079337,1,1,1,1,22,5,3,0,0,0,0,0,3,1,9
2016420079477,1,1,3,1,65,9,3,5,3,0,0,0,0,1,5
2016420079480,1,1,1,2,62,9,3,0,0,0,0,0,9,1,2
2016420079483,2,1,1,1,26,6,3,0,0,0,0,0,9,1,6
2016420079483,2,2,2,1,26,6,3,0,0,1,0,0,9,1,7
2016420079485,2,1,1,1,49,8,3,0,0,0,0,0,9,1,10
2016420079486,1,2,2,2,34,6,3,0,0,2,0,0,8,-1,-1
2016420079486,1,3,2,2,18,4,3,0,0,2,0,0,8,-1,-1
2016420079486,1,4,2,1,9,2,3,0,0,2,0,0,8,-1,-1
2016420079486,1,5,2,2,7,2,3,0,0,2,0,0,8,-1,-1
2016420079486,2,1,1,2,52,8,3,0,0,0,0,0,9,1,10
2016420079488,2,1,1,2,17,4,3,0,0,0,0,0,9,1,7
2016420079488,2,2,2,1,18,4,3,0,0,1,0,0,9,1,10
2016420079488,2,3,2,1,18,4,3,0,0,2,0,0,9,1,8
2016420079512,2,1,1,1,57,9,3,0,0,0,0,0,9,1,5
2016420079528,2,1,1,2,32,6,3,0,0,0,0,0,9,1,1
2016420079565,1,1,3,2,52,8,2,4,1,0,0,0,0,-1,-1
2016420079566,1,1,1,2,27,6,2,0,0,0,0,0,9,2,3
2016420079568,1,1,1,1,43,7,3,0,0,0,0,0,9,1,8
2016420079568,1,3,2,2,5,1,3,0,0,2,0,0,9,1,3
2016420079568,1,4,2,1,7,2,3,0,0,2,0,0,9,-1,-1
2016420079568,1,5,2,1,3,1,3,0,0,2,0,0,9,-1,-1
2016420079568,1,6,2,2,28,6,3,0,0,1,0,0,9,1,3
2016420079568,2,2,1,1,28,6,3,0,0,0,0,0,9,1,4
2016420079571,1,1,1,2,52,8,3,0,0,0,0,0,8,1,7
2016420079571,2,2,2,2,59,9,3,0,0,2,0,0,8,-1,-1
2016420079571,2,3,2,1,62,9,3,0,0,2,0,0,8,-1,-1
2016420079574,1,1,1,2,37,7,2,0,0,0,0,0,9,1,4
2016420079574,1,2,2,2,43,7,3,0,0,1,0,0,9,-1,-1
2016420079578,1,1,2,2,50,8,3,0,0,0,4,0,11,-1,-1
2016420079585,1,1,1,1,69,10,3,0,0,0,0,0,9,1,4
2016420079585,2,2,1,1,53,8,3,0,0,0,0,0,9,1,9
2016420079587,1,1,1,1,24,5,2,0,0,0,0,0,3,1,7
2016420079595,1,1,1,2,43,7,3,0,0,0,0,0,9,1,5
2016420079617,1,2,2,1,51,8,3,0,0,2,0,0,9,-1,-1
2016420079617,2,1,1,1,58,9,3,0,0,0,0,0,21,1,2
2016420079636,1,1,2,1,55,8,3,0,0,1,0,0,9,1,5
2016420079636,1,2,1,2,55,8,2,0,0,0,0,0,9,1,3
2016420079636,1,3,2,1,34,6,3,0,0,2,0,0,9,1,1
2016420079636,2,4,1,1,57,9,3,0,0,0,0,0,19,1,8
2016420079678,2,1,2,2,28,6,3,0,0,1,0,0,9,1,4
2016420079678,2,2,2,2,69,10,3,0,0,2,0,0,9,1,3
2016420079705,2,1,1,2,30,6,3,0,0,0,0,0,9,1,4
2016420079705,2,2,2,2,7,2,3,0,0,2,0,0,9,-1,-1
2016420079714,2,1,1,1,43,7,3,0,0,0,0,0,1,1,1
2016420079849,2,2,1,1,40,7,3,0,0,0,0,0,19,1,4
2016420079849,3,4,1,1,49,8,2,0,0,0,0,0,19,1,6
2016420079849,4,3,1,1,56,9,3,0,0,0,0,0,19,1,9
2016420079849,5,1,1,2,23,5,3,0,0,0,0,0,9,3,7
2016420079894,1,1,1,2,38,7,3,0,0,0,0,0,9,1,2
2016420079955,1,1,1,1,14,3,3,0,0,0,0,0,1,1,8
2016420079956,1,1,3,1,59,9,2,5,2,0,0,0,0,1,2
2016420079957,1,1,1,1,53,8,2,0,0,0,0,0,5,1,10
2016420079958,1,1,1,1,43,7,3,0,0,0,0,0,9,1,5
2016420079959,1,2,1,2,43,7,3,0,0,0,0,0,9,1,1
2016420079960,1,1,2,2,24,5,3,0,0,2,0,0,9,-1,-1
2016420079964,1,1,1,1,25,5,3,0,0,0,0,0,9,1,4
2016420079967,2,1,1,1,21,5,3,0,0,0,0,0,3,1,7
2016420079977,1,1,3,1,48,8,3,10,9,0,0,2,0,1,3
2016420080005,1,1,1,1,28,6,3,0,0,0,0,0,9,1,5
2016420080220,1,1,1,1,19,4,3,0,0,0,0,0,9,3,10
2016420080256,1,1,3,2,45,7,2,1,3,0,0,0,0,2,9
2016420080301,2,1,1,1,25,5,3,0,0,0,0,0,19,1,4
2016420080346,2,1,1,1,33,6,3,0,0,0,0,0,9,1,4
2016420080408,1,1,3,1,24,5,2,6,9,0,0,0,0,2,10
2016420080409,1,1,1,2,20,4,3,0,0,0,0,0,9,3,6
2016420080411,1,1,1,1,52,8,2,0,0,0,0,0,4,1,5
2016420080411,1,2,2,2,50,8,2,0,0,0,0,0,4,1,5
2016420080543,2,1,1,1,34,6,3,0,0,0,0,0,1,1,10
2016420080700,2,1,1,1,25,5,3,0,0,0,0,0,1,1,3
2016420080827,1,1,2,2,42,7,2,0,0,0,0,0,5,-1,-1
2016420080862,2,1,1,1,29,6,3,0,0,0,0,0,9,1,8
2016420080863,1,1,1,1,17,4,3,0,0,0,0,0,3,3,5
2016420081080,1,1,1,1,20,4,1,0,0,0,0,0,9,1,4
2016420081080,2,2,1,1,50,8,3,0,0,0,0,0,8,3,6
2016420081174,1,1,1,1,10,2,3,0,0,0,0,0,1,1,9
2016420081305,1,1,1,1,22,5,3,0,0,0,0,0,5,1,4
2016420081317,2,1,1,1,33,6,3,0,0,0,0,0,5,1,2
2016420081331,2,1,1,2,62,9,3,0,0,0,0,0,9,3,8
2016420081332,2,1,1,1,29,6,3,0,0,0,0,0,1,1,6
2016420081333,1,1,1,1,16,4,3,0,0,0,0,0,1,1,8
2016420081392,1,1,1,2,30,6,3,0,0,0,0,0,19,3,7
2016420081499,1,1,2,2,3,1,3,0,0,2,0,0,9,1,3
2016420081569,2,1,1,1,67,10,2,0,0,0,0,0,1,1,3
2016420081693,1,1,2,1,3,1,2,0,0,2,0,0,9,2,9
2016420081693,1,3,1,2,30,6,2,0,0,0,0,0,9,2,9
2016420081710,1,1,3,2,31,6,3,5,4,0,0,0,0,3,4
2016420081711,1,1,1,1,20,4,3,0,0,0,0,0,3,2,6
2016420081712,2,1,1,1,20,4,2,0,0,0,0,0,3,1,3
2016420081714,2,1,1,2,53,8,3,0,0,0,0,0,1,1,2
2016420081715,1,1,3,1,17,4,2,9,8,0,0,0,0,3,10
2016420081718,1,1,1,1,57,9,3,0,0,0,0,0,9,1,8
2016420081718,2,2,1,2,57,9,3,0,0,0,0,0,9,2,8
2016420081719,1,1,3,1,12,3,2,5,1,0,0,0,0,1,8
2016420081720,1,1,1,1,37,7,2,0,0,0,0,0,1,-1,-1
2016420081724,1,1,1,1,20,4,3,0,0,0,0,0,9,1,2
2016420081724,2,2,1,1,45,7,3,0,0,0,0,0,9,1,3
2016420081726,2,2,1,2,50,8,3,0,0,0,0,0,9,1,8
2016420081726,3,1,2,2,46,8,3,0,0,1,0,0,9,1,4
2016420081727,1,1,1,1,41,7,3,0,0,0,0,0,9,3,3
2016420081728,1,1,1,2,19,4,3,0,0,0,0,0,9,1,1
2016420081728,2,2,1,1,42,7,3,0,0,0,0,0,9,1,2
2016420081766,1,1,1,1,13,3,3,0,0,0,0,0,1,-1,-1
2016420081770,2,1,1,1,53,8,3,0,0,0,0,0,20,1,4
2016420081771,1,1,1,2,49,8,3,0,0,0,0,0,9,1,7
2016420081789,1,1,3,1,14,3,3,5,9,0,0,0,0,1,4
2016420081791,2,1,1,2,40,7,3,0,0,0,0,0,9,1,4
2016420081798,1,1,1,1,42,7,3,0,0,0,0,0,9,1,4
2016420081798,1,2,2,1,39,7,3,0,0,1,0,0,9,-1,-1
2016420081806,1,1,1,1,24,5,1,0,0,0,0,0,5,-1,-1
2016420081807,1,1,1,2,38,7,3,0,0,0,0,0,9,1,9
2016420081807,2,2,1,2,46,8,3,0,0,0,0,0,9,1,4
2016420081817,1,2,1,1,83,11,3,0,0,0,0,0,9,3,8
2016420081817,2,1,1,1,58,9,2,0,0,0,0,0,5,1,6
2016420081827,1,3,1,2,23,5,3,0,0,0,0,0,9,1,3
2016420081827,2,1,2,2,20,4,3,0,0,1,0,0,9,-1,-1
2016420081827,2,2,2,2,20,4,3,0,0,2,0,0,9,1,4
2016420081827,2,4,1,1,18,4,3,0,0,0,0,0,9,1,1
2016420081833,1,1,1,2,19,4,3,0,0,0,0,0,9,1,9
2016420081836,3,1,1,2,49,8,3,0,0,0,0,0,9,1,4
2016420081836,3,2,2,2,38,7,3,0,0,1,0,0,9,3,6
2016420081836,3,3,2,2,18,4,3,0,0,2,0,0,9,1,4
2016420081836,3,4,2,2,18,4,3,0,0,2,0,0,9,1,10
2016420081837,2,1,1,2,31,6,2,0,0,0,0,0,9,1,5
2016420081845,1,1,3,1,47,8,3,6,9,0,0,0,0,1,9
2016420081932,2,1,1,2,23,5,3,0,0,0,0,0,9,1,8
2016420081948,1,1,1,1,56,9,2,0,0,0,0,0,5,1,10
2016420082100,1,1,1,2,33,6,3,0,0,0,0,0,9,1,9
2016420082100,2,2,1,1,35,6,3,0,0,0,0,0,19,1,2
2016420082136,2,1,2,1,10,2,3,0,0,1,0,0,9,1,1
2016420082183,2,1,2,2,83,11,3,0,0,1,0,0,9,1,7
2016420082200,2,1,1,1,18,4,3,0,0,0,0,0,3,1,2
2016420082201,1,1,1,1,65,9,3,0,0,0,0,0,9,2,10
2016420082246,1,1,3,1,27,6,3,9,9,0,0,1,0,1,10
2016420082605,2,1,1,1,66,10,3,0,0,0,0,0,8,-1,-1
2016420082610,1,2,1,1,28,6,2,0,0,0,0,0,9,1,8
2016420082610,2,1,1,1,33,6,1,0,0,0,0,0,9,-1,-1
2016420082622,1,1,3,1,13,3,2,9,9,0,0,0,0,1,2
2016420082624,2,1,1,1,87,11,2,0,0,0,0,0,22,-1,-1
2016420082625,1,1,1,1,34,6,2,0,0,0,0,0,5,1,7
2016420082953,2,1,1,1,69,10,2,0,0,0,0,0,4,3,7
2016420082979,2,1,1,1,45,7,3,0,0,0,0,0,9,2,8
2016420082979,2,2,2,1,34,6,3,0,0,1,0,0,9,1,10
2016420082985,2,1,1,1,75,10,3,0,0,0,0,0,9,3,9
2016420082985,2,2,2,2,75,10,3,0,0,1,0,0,9,3,9
2016420083041,2,1,1,1,26,6,3,0,0,0,0,0,3,1,6
2016420083075,1,1,1,1,52,8,3,0,0,0,0,0,9,2,9
2016420083075,2,2,1,1,35,6,3,0,0,0,0,0,9,1,2
2016420083075,2,3,2,1,21,5,3,0,0,1,0,0,9,3,6
2016420083076,1,1,2,2,5,1,3,0,0,1,0,0,9,1,8
2016420083077,2,1,1,1,12,3,3,0,0,0,0,0,1,-1,-1
2016420083212,2,1,1,1,14,3,3,0,0,0,0,0,1,1,3
2016420083227,1,1,1,1,53,8,3,0,0,0,0,0,1,1,4
2016420083244,2,1,1,1,26,6,3,0,0,0,0,0,9,3,10
2016420083244,2,2,2,2,26,6,3,0,0,1,0,0,9,3,10
2016420083318,1,1,3,2,38,7,2,6,5,0,0,0,0,1,2
2016420083353,2,1,1,2,22,5,3,0,0,0,0,0,9,1,10
2016420083359,1,1,3,2,4,1,3,1,1,0,0,0,0,1,9
2016420083371,2,1,1,1,27,6,3,0,0,0,0,0,9,3,5
2016420083534,1,1,3,1,64,9,2,5,1,0,0,0,0,-1,-1
2016420083630,1,1,3,1,15,3,2,1,1,0,0,0,0,1,3
2016420083638,2,1,1,1,73,10,3,0,0,0,0,0,1,1,4
2016420083647,1,1,3,1,84,11,1,1,1,0,0,0,0,1,5
2016420083649,1,1,1,2,21,5,3,0,0,0,0,0,9,1,1
2016420083649,2,2,1,2,45,7,3,0,0,0,0,0,9,1,9
2016420083653,2,1,1,2,54,8,3,0,0,0,0,0,9,1,1
2016420083655,1,1,1,1,25,5,3,0,0,0,0,0,5,-1,-1
2016420083655,2,2,1,1,48,8,3,0,0,0,0,0,9,1,5
2016420083658,2,1,1,1,59,9,3,0,0,0,0,0,1,1,6
2016420083662,1,1,1,2,12,3,3,0,0,0,0,0,1,1,4
2016420083839,1,2,1,2,32,6,3,0,0,0,0,0,9,1,7
2016420083839,2,1,1,1,50,8,3,0,0,0,0,0,9,1,4
2016420083869,1,1,1,1,17,4,3,0,0,0,0,0,1,1,6
2016420083888,1,1,2,2,19,4,3,0,0,1,0,0,9,1,5
2016420083930,2,1,2,2,73,10,3,0,0,1,0,0,9,3,7
2016420083978,1,1,1,1,49,8,3,0,0,0,0,0,9,1,5
2016420083978,1,2,2,1,55,8,3,0,0,1,0,0,9,1,5
2016420083978,2,3,1,1,41,7,3,0,0,0,0,0,9,3,7
2016420083991,1,1,3,1,12,3,3,5,1,0,0,0,0,1,2
2016420083993,1,1,3,1,38,7,3,4,2,0,0,0,0,1,2
2016420083994,1,1,1,1,20,4,2,0,0,0,0,0,3,2,6
2016420083996,1,2,2,1,35,6,3,0,0,2,0,0,9,1,7
2016420083996,1,3,2,2,20,4,3,0,0,1,0,0,9,1,6
2016420083996,2,1,1,2,45,7,3,0,0,0,0,0,9,1,6
2016420084044,1,1,1,2,32,6,2,0,0,0,0,0,9,1,3
2016420084044,2,2,1,2,22,5,2,0,0,0,0,0,9,1,9
2016420084064,2,1,1,1,49,8,3,0,0,0,0,0,9,3,5
2016420084085,1,1,2,2,7,2,3,0,0,0,0,0,19,1,3
2016420084095,1,1,1,1,25,5,2,0,0,0,0,0,5,1,9
2016420084097,1,1,1,1,68,10,2,0,0,0,0,0,3,1,4
2016420084124,1,2,1,1,32,6,3,0,0,0,0,0,9,2,3
2016420084124,2,1,1,1,52,8,2,0,0,0,0,0,9,1,10
2016420084129,1,1,3,1,69,10,3,5,1,0,0,0,0,1,4
2016420084130,1,1,3,1,10,2,3,5,1,0,0,0,0,1,1
2016420084135,1,1,1,1,22,5,3,0,0,0,0,0,9,1,2
2016420084135,1,2,2,1,18,4,3,0,0,2,0,0,9,-1,-1
2016420084135,1,3,2,1,18,4,3,0,0,2,0,0,9,-1,-1
2016420084135,1,4,2,1,18,4,3,0,0,1,0,0,9,-1,-1
2016420084176,1,1,1,2,48,8,3,0,0,0,0,0,3,1,10
2016420084245,2,1,1,2,50,8,3,0,0,0,0,0,1,1,9
2016420084280,2,1,1,1,60,9,3,0,0,0,0,0,9,1,4
2016420084280,2,2,2,2,63,9,3,0,0,1,0,0,9,1,4
2016420084280,3,3,2,2,15,3,3,0,0,1,0,0,9,1,5
2016420084356,2,1,1,1,53,8,3,0,0,0,0,0,1,2,8
2016420084373,2,1,1,2,41,7,2,0,0,0,0,0,9,1,2
2016420084446,1,1,1,1,82,11,3,0,0,0,0,0,9,1,6
2016420084494,1,1,1,2,17,4,3,0,0,0,0,0,1,2,7
2016420084547,1,1,1,1,56,9,2,0,0,0,0,0,1,3,7
2016420084548,2,1,1,1,20,4,3,0,0,0,0,0,9,1,4
2016420084548,2,2,2,2,51,8,3,0,0,1,0,0,9,2,1
2016420084549,1,1,3,2,12,3,2,5,1,0,0,0,0,1,2
2016420084552,1,1,1,1,25,5,2,0,0,0,0,0,3,1,8
2016420084553,2,1,1,1,43,7,3,0,0,0,0,0,9,1,2
2016420084556,1,1,1,2,20,4,3,0,0,0,0,0,9,1,9
2016420084557,1,1,1,1,54,8,3,0,0,0,0,0,8,3,7
2016420084557,2,2,1,1,41,7,3,0,0,0,0,0,8,-1,-1
2016420084559,1,1,1,1,22,5,2,0,0,0,0,0,5,1,10
2016420084563,1,1,1,1,20,4,3,0,0,0,0,0,3,2,8
2016420084760,2,1,1,2,36,7,3,0,0,0,0,0,9,-1,-1
2016420084936,2,1,1,1,69,10,2,0,0,0,0,0,1,1,10
2016420084937,1,1,2,2,73,10,3,0,0,0,0,0,19,1,4
2016420084947,1,1,1,2,14,3,2,0,0,0,0,0,1,1,3
2016420085024,1,1,1,1,19,4,3,0,0,0,0,0,9,3,8
2016420085024,2,2,1,2,26,6,3,0,0,0,0,0,9,2,8
2016420085030,1,1,1,1,21,5,3,0,0,0,0,0,3,1,5
2016420085032,1,1,1,2,25,5,3,0,0,0,0,0,9,1,5
2016420085034,1,1,1,2,37,7,3,0,0,0,0,0,19,3,8
2016420085037,1,1,1,1,43,7,3,0,0,0,0,0,9,1,4
2016420085042,1,1,3,2,17,4,3,5,9,0,0,0,0,1,10
2016420085068,2,1,1,1,54,8,2,0,0,0,0,0,1,1,8
2016420085240,2,1,1,2,32,6,3,0,0,0,0,0,9,1,9
2016420085336,2,1,1,2,59,9,3,0,0,0,0,0,9,1,4
2016420085419,2,1,1,2,42,7,3,0,0,0,0,0,9,1,7
2016420085465,1,1,3,1,44,7,3,5,2,0,0,0,0,2,10
2016420085473,1,1,1,2,18,4,3,0,0,0,0,0,9,2,3
2016420085475,2,1,1,1,62,9,3,0,0,0,0,0,9,2,10
2016420085476,2,2,1,1,31,6,3,0,0,0,0,0,9,1,2
2016420085476,3,1,2,1,49,8,3,0,0,1,0,0,9,1,5
2016420085476,3,3,1,2,44,7,3,0,0,0,0,0,9,1,1
2016420085492,1,1,3,1,44,7,3,1,1,0,0,2,0,1,10
2016420085766,2,1,1,2,51,8,2,0,0,0,0,0,9,1,6
2016420085900,2,1,1,2,21,5,3,0,0,0,0,0,9,1,9
2016420085937,2,1,1,2,51,8,3,0,0,0,0,0,9,1,8
2016420085969,2,1,1,2,79,11,3,0,0,0,0,0,9,3,6
2016420085969,3,2,1,1,20,4,3,0,0,0,0,0,9,3,8
2016420085969,3,3,2,1,27,6,3,0,0,1,0,0,9,2,9
2016420085981,2,1,1,1,47,8,2,0,0,0,0,0,1,1,3
2016420085996,2,1,1,1,33,6,2,0,0,0,0,0,5,1,4
2016420086000,2,1,1,2,44,7,3,0,0,0,0,0,9,1,8
2016420086001,2,1,1,1,28,6,3,0,0,0,0,0,9,1,7
2016420086003,1,1,1,1,22,5,3,0,0,0,0,0,9,1,8
2016420086004,2,1,1,1,39,7,3,0,0,0,0,0,5,1,3
2016420086005,2,1,1,2,45,7,3,0,0,0,0,0,9,1,7
2016420086005,2,2,2,2,25,5,3,0,0,1,0,0,9,1,2
2016420086006,1,1,1,2,19,4,3,0,0,0,0,0,9,3,7
2016420086006,2,2,1,1,32,6,3,0,0,0,0,0,9,1,4
2016420086007,1,1,3,2,13,3,3,10,1,0,0,0,0,1,10
2016420086009,1,1,1,1,87,11,3,0,0,0,0,0,9,3,6
2016420086042,1,1,1,1,48,8,2,0,0,0,0,0,3,1,4
2016420086121,2,1,1,1,39,7,3,0,0,0,0,0,1,1,9
2016420086128,1,1,3,2,15,3,2,5,1,0,0,0,0,1,8
2016420086131,2,1,1,1,27,6,2,0,0,0,0,0,5,1,4
2016420086163,1,1,2,2,4,1,3,0,0,2,0,0,9,-1,-1
2016420086163,1,2,2,2,2,1,3,0,0,2,0,0,9,-1,-1
2016420086248,1,1,1,1,88,11,3,0,0,0,0,0,9,1,1
2016420086248,1,2,2,2,82,11,3,0,0,1,0,0,9,1,1
2016420086303,1,1,1,1,56,9,2,0,0,0,0,0,9,3,5
2016420086311,2,1,1,2,27,6,2,0,0,0,0,0,1,1,7
2016420086325,2,1,1,1,42,7,3,0,0,0,0,0,9,1,6
2016420086330,1,3,1,2,42,7,3,0,0,0,0,0,9,1,3
2016420086330,3,1,1,1,39,7,3,0,0,0,0,0,9,2,10
2016420086330,3,2,2,2,35,6,3,0,0,1,0,0,9,2,10
2016420086369,2,1,1,2,26,6,3,0,0,0,0,0,1,-1,-1
2016420086370,2,1,1,1,52,8,2,0,0,0,0,0,5,1,5
2016420086371,1,1,1,1,19,4,3,0,0,0,0,0,3,1,9
2016420086373,2,1,1,2,35,6,3,0,0,0,0,0,9,1,2
2016420086375,1,1,3,1,54,8,3,9,5,0,0,0,0,1,1
2016420086377,1,1,1,1,12,3,3,0,0,0,0,0,1,1,2
2016420086378,1,3,1,1,23,5,2,0,0,0,0,0,5,1,5
2016420086378,2,1,1,1,26,6,3,0,0,0,0,0,9,1,9
2016420086378,2,2,2,2,61,9,3,0,0,1,0,0,9,1,2
2016420086379,1,1,1,1,23,5,3,0,0,0,0,0,9,1,7
2016420086379,1,2,2,2,21,5,3,0,0,1,0,0,9,1,2
2016420086379,1,3,2,2,26,6,2,0,0,2,0,0,9,1,1
2016420086381,1,1,1,1,15,3,3,0,0,0,0,0,90,-1,-1
2016420086397,1,1,1,2,20,4,2,0,0,0,0,0,9,1,4
2016420086397,1,2,2,1,18,4,2,0,0,2,0,0,9,1,6
2016420086397,1,3,2,1,15,3,2,0,0,2,0,0,9,3,3
2016420086397,1,4,2,2,17,4,3,0,0,1,0,0,9,1,4
2016420086407,2,1,1,1,53,8,3,0,0,0,0,0,19,1,7
2016420086408,2,1,1,1,53,8,3,0,0,0,0,0,1,1,4
2016420086409,1,1,3,1,26,6,3,10,9,0,0,1,0,1,2
2016420086412,2,1,1,1,56,9,2,0,0,0,0,0,5,1,8
2016420086414,2,1,1,1,62,9,2,0,0,0,0,0,1,1,9
2016420086416,1,1,1,1,54,8,2,0,0,0,0,0,5,1,4
2016420086417,2,1,1,2,38,7,3,0,0,0,0,0,9,1,1
2016420086418,1,1,1,1,21,5,2,0,0,0,0,0,9,1,6
2016420086419,1,1,1,2,58,9,2,0,0,0,0,0,4,1,5
2016420086421,1,1,2,1,21,5,3,0,0,2,0,0,9,3,6
2016420086424,2,1,1,1,67,10,3,0,0,0,0,0,9,3,6
2016420086425,1,1,1,2,67,10,3,0,0,0,0,0,9,2,9
2016420086426,2,1,1,1,27,6,3,0,0,0,0,0,1,2,6
2016420086428,1,3,1,2,26,6,3,0,0,0,0,0,9,2,6
2016420086428,2,2,1,2,23,5,3,0,0,0,0,0,9,2,7
2016420086428,4,1,1,1,63,9,3,0,0,0,0,0,1,2,10
2016420086429,1,1,2,2,83,11,3,0,0,2,0,0,9,1,2
2016420086429,1,2,1,1,86,11,3,0,0,0,0,0,9,1,2
2016420086605,2,1,1,1,19,4,3,0,0,0,0,0,1,1,1
2016420086659,1,1,3,2,66,10,3,5,1,0,0,0,0,1,5
2016420086670,2,1,1,1,58,9,2,0,0,0,0,0,1,1,10
2016420086761,1,1,1,1,24,5,3,0,0,0,0,0,9,1,8
2016420086765,2,1,1,2,52,8,3,0,0,0,0,0,9,1,8
2016420086768,1,1,1,1,18,4,2,0,0,0,0,0,3,1,2
2016420086768,2,2,1,1,64,9,2,0,0,0,0,0,9,1,9
2016420086820,1,1,1,1,56,9,3,0,0,0,0,0,5,1,5
2016420086821,1,1,1,1,24,5,3,0,0,0,0,0,9,-1,-1
2016420086821,2,2,1,1,88,11,3,0,0,0,0,0,9,2,9
2016420086822,1,1,1,1,60,9,2,0,0,0,0,0,9,1,10
2016420086822,3,2,1,2,54,8,2,0,0,0,0,0,9,3,7
2016420086823,1,1,1,1,51,8,3,0,0,0,0,0,9,1,4
2016420086823,2,2,1,2,21,5,3,0,0,0,0,0,9,1,10
2016420086823,2,3,2,2,21,5,3,0,0,2,0,0,9,3,8
