Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
201601YR90272,2,1,1,1,27,6,3,0,0,0,0,0,3,1,2
201601YR90273,1,1,1,2,29,6,3,0,0,0,0,0,9,1,4
201601YR90273,1,2,2,2,60,9,3,0,0,1,0,0,9,1,4
201601YR90274,1,1,1,1,74,10,3,0,0,0,0,0,9,1,3
201601YR90275,1,1,3,2,32,6,3,5,3,0,0,2,0,1,6
201601YR90277,1,1,1,2,58,9,3,0,0,0,0,0,9,1,6
201601YR90278,1,1,3,2,76,11,2,5,1,0,0,2,0,1,2
201601YR90279,1,1,1,1,39,7,3,0,0,0,0,0,1,1,3
201601YR90280,1,1,1,1,-1,-1,3,0,0,0,0,0,3,-1,-1
201601YR90281,2,1,1,1,19,4,3,0,0,0,0,0,3,1,3
201601YR90282,1,1,1,1,21,5,2,0,0,0,0,0,3,-1,-1
201601YR90283,1,1,1,2,27,6,3,0,0,0,0,0,9,1,2
201601YR90284,1,1,1,1,39,7,3,0,0,0,0,0,3,1,1
201601YR90285,1,1,1,1,54,8,3,0,0,0,0,0,5,1,2
201601YR90288,1,1,3,2,45,7,3,6,9,0,0,2,0,1,8
201601YR90289,1,1,3,1,55,8,3,1,1,0,0,2,0,1,3
201601YR90290,1,1,1,1,48,8,3,0,0,0,0,0,2,1,6
201601YR90291,1,1,2,2,37,7,3,0,0,1,0,0,9,1,6
201601YR90291,1,2,2,2,-1,-1,3,0,0,2,0,0,9,1,3
201601YR90292,1,1,2,2,17,4,3,0,0,1,0,0,9,1,3
201601YR90292,1,2,2,2,17,4,3,0,0,2,0,0,9,1,2
201601YR90292,1,3,2,1,19,4,3,0,0,2,0,0,9,1,2
201601YR90292,1,4,2,1,19,4,3,0,0,2,0,0,9,1,3
201601YR90292,1,5,1,2,18,4,3,0,0,0,0,0,9,1,3
201601YR90293,1,1,3,2,49,8,2,1,1,0,0,2,0,1,2
201601YR90294,1,1,1,2,29,6,3,0,0,0,0,0,9,1,3
201601YR90295,1,1,3,1,25,5,3,4,2,0,0,2,0,1,2
201601YR90296,2,1,1,1,-1,-1,3,0,0,0,0,0,1,1,4
201601YR90297,2,1,1,1,28,6,3,0,0,0,0,0,1,1,8
201601YR90298,1,1,1,1,26,6,3,0,0,0,0,0,1,1,6
201601YR90299,1,1,1,1,41,7,3,0,0,0,0,0,9,1,1
201601YR90299,2,2,1,1,34,6,3,0,0,0,0,0,9,1,3
201601YR90302,1,1,3,2,34,6,2,1,3,0,0,2,0,-1,-1
201601YR90303,2,1,1,1,37,7,3,0,0,0,0,0,3,1,3
201601YR90304,1,1,1,2,-1,-1,3,0,0,0,0,0,9,1,1
201601YR90304,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1,3
201601YR90305,1,1,1,1,25,5,3,0,0,0,0,0,19,1,4
201601YR90305,1,3,2,1,30,6,3,0,0,0,0,0,19,1,8
201601YR90305,2,2,1,1,49,8,3,0,0,0,0,0,8,1,2
201601YR90306,1,1,3,2,62,9,3,5,3,0,0,2,0,1,5
201601YR90307,1,1,1,1,24,5,3,0,0,0,0,0,3,1,3
201601YR90309,2,1,1,1,27,6,3,0,0,0,0,0,2,1,1
201601YR90310,1,1,1,1,19,4,3,0,0,0,0,0,3,1,1
201601YR90311,1,1,1,1,60,9,2,0,0,0,0,0,3,1,6
201601YR90312,2,1,2,2,46,8,3,0,0,1,0,0,9,1,2
201601YR90313,2,1,1,1,21,5,3,0,0,0,0,0,1,1,2
201601YR90314,1,1,1,2,26,6,3,0,0,0,0,0,9,1,1
201601YR90315,1,1,1,1,23,5,3,0,0,0,0,0,3,1,1
201601YR90316,1,1,1,1,24,5,3,0,0,0,0,0,1,1,3
201601YR90317,2,1,1,1,38,7,3,0,0,0,0,0,3,1,1
201601YR90318,1,1,1,1,-1,-1,3,0,0,0,0,0,1,1,3
201601YR90319,1,1,1,2,36,7,3,0,0,0,0,0,1,1,3
201601YR90321,1,1,1,2,49,8,2,0,0,0,0,0,9,1,3
201601YR90322,2,1,1,1,39,7,3,0,0,0,0,0,1,1,7
201601YR90324,1,1,2,2,82,11,3,0,0,0,3,0,11,1,3
201601YR90325,1,1,3,2,34,6,3,5,3,0,0,2,0,1,4
201601YR90327,1,1,1,1,63,9,3,0,0,0,0,0,9,1,5
201601YR90327,1,2,2,1,57,9,3,0,0,2,0,0,9,1,4
201601YR90327,1,3,2,1,55,8,3,0,0,1,0,0,9,1,2
201601YR90328,1,1,1,2,35,6,3,0,0,0,0,0,9,1,3
201601YR90329,2,1,1,1,54,8,3,0,0,0,0,0,1,1,1
201601YR90330,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1
201601YR90331,1,1,1,1,14,3,2,0,0,0,0,0,1,1,2
201601YR90332,1,1,1,2,63,9,3,0,0,0,0,0,3,1,5
201601YR90333,1,1,3,2,39,7,3,5,2,0,0,2,0,1,2
201601YR90334,1,1,1,1,29,6,3,0,0,0,0,0,9,1,2
201601YR90335,1,1,1,1,49,8,3,0,0,0,0,0,9,1,7
201601YR90335,2,2,1,1,41,7,3,0,0,0,0,0,9,1,8
201601YR90335,2,3,2,2,-1,-1,3,0,0,1,0,0,9,-1,-1
201601YR90336,1,1,1,1,46,8,3,0,0,0,0,0,8,1,7
201601YR90337,1,1,2,2,23,5,3,0,0,1,0,0,9,1,3
201601YR90337,1,2,2,1,26,6,3,0,0,2,0,0,9,1,3
201601YR90338,1,1,1,1,39,7,3,0,0,0,0,0,1,1,2
201601YR90339,1,1,2,2,74,10,3,0,0,0,4,0,11,1,2
201601YR90340,1,1,1,1,52,8,3,0,0,0,0,0,19,3,9
201601YR90341,1,1,3,1,39,7,3,5,1,0,0,2,0,1,5
201601YR90342,1,1,1,1,28,6,3,0,0,0,0,0,4,1,6
201601YR90343,2,1,1,1,18,4,3,0,0,0,0,0,1,1,3
201601YR90344,1,1,3,2,54,8,3,5,3,0,0,2,0,1,3
201601YR90345,1,1,3,1,58,9,2,4,2,0,0,2,0,-1,-1
201601YR90346,1,1,2,1,-1,-1,3,0,0,0,0,0,3,-1,-1
201601YR90347,1,1,1,1,23,5,3,0,0,0,0,0,3,1,4
201601YR90348,1,1,1,2,49,8,3,0,0,0,0,0,9,1,2
201601YR90350,2,1,1,1,51,8,3,0,0,0,0,0,9,1,2
201601YR90354,2,1,1,2,29,6,3,0,0,0,0,0,9,1,1
201601YR90355,1,1,1,1,48,8,3,0,0,0,0,0,9,1,2
201601YR90355,1,2,2,1,48,8,3,0,0,1,0,0,9,1,2
201601YR90355,2,3,1,2,47,8,3,0,0,0,0,0,9,1,3
201601YR90356,2,1,1,1,22,5,3,0,0,0,0,0,3,1,2
201601YR90357,1,1,1,2,22,5,3,0,0,0,0,0,9,1,3
201601YR90357,1,2,2,2,20,4,3,0,0,1,0,0,9,1,2
201601YR90358,1,1,3,2,9,2,3,1,1,0,0,2,0,1,3
201601YR90359,1,1,1,1,28,6,3,0,0,0,0,0,9,1,3
201601YR90362,2,1,1,1,35,6,3,0,0,0,0,0,9,1,2
201601YR90363,1,1,3,2,19,4,2,5,1,0,0,2,0,1,9
201601YR90364,1,1,1,2,50,8,3,0,0,0,0,0,1,1,8
201601YR90365,1,1,3,2,46,8,3,1,1,0,0,2,0,1,4
201601YR90366,3,1,1,1,46,8,3,0,0,0,0,0,1,1,1
201601YR90368,2,1,1,1,20,4,3,0,0,0,0,0,9,1,1
201601YR90369,1,1,1,2,52,8,3,0,0,0,0,0,9,1,3
201601YR90372,1,1,1,1,23,5,3,0,0,0,0,0,4,1,4
201601YR90372,2,2,1,1,25,5,3,0,0,0,0,0,4,1,2
201601YR90373,1,1,1,1,29,6,3,0,0,0,0,0,1,1,8
201601YR90374,1,1,1,2,22,5,2,0,0,0,0,0,9,1,2
201601YR90376,1,1,3,2,21,5,3,4,9,0,0,2,0,1,9
201601YR90377,2,1,1,1,54,8,3,0,0,0,0,0,1,1,5
201601YR90378,1,1,1,1,21,5,3,0,0,0,0,0,3,1,2
201601YR90379,2,1,1,1,25,5,3,0,0,0,0,0,1,1,3
201601YR90380,1,1,1,2,48,8,3,0,0,0,0,0,1,1,3
201601YR90381,1,1,1,2,26,6,2,0,0,0,0,0,1,1,3
201601YR90382,1,1,3,2,62,9,2,4,1,0,0,2,0,1,9
201601YR90383,2,1,1,1,48,8,3,0,0,0,0,0,5,1,8
201601YR90384,1,1,3,2,19,4,3,4,1,0,0,2,0,1,3
201601YR90385,1,1,1,2,23,5,3,0,0,0,0,0,9,1,4
201601YR90386,1,1,1,2,46,8,3,0,0,0,0,0,9,1,4
201601YR90387,1,1,2,1,80,11,3,0,0,1,0,0,9,-1,-1
201601YR90387,1,2,2,2,54,8,3,0,0,2,0,0,9,1,2
201601YR90387,1,3,2,1,66,10,3,0,0,2,0,0,9,1,2
201601YR90388,1,1,1,1,57,9,3,0,0,0,0,0,1,1,3
201601YR90389,1,1,3,1,35,6,3,1,1,0,0,2,0,1,2
201601YR90391,1,1,3,1,67,10,3,5,4,0,0,2,0,1,2
201601YR90392,1,1,2,1,47,8,3,0,0,1,0,0,9,-1,-1
201601YR90393,1,1,1,1,54,8,3,0,0,0,0,0,9,1,1
201601YR90393,2,2,1,2,45,7,3,0,0,0,0,0,9,1,1
201601YR90394,2,1,1,2,21,5,3,0,0,0,0,0,9,1,4
201601YR90394,3,2,1,2,58,9,3,0,0,0,0,0,9,1,7
201601YR90395,1,1,3,1,41,7,3,4,2,0,0,2,0,1,2
201601YR90396,1,1,1,1,29,6,3,0,0,0,0,0,1,1,2
201601YR90397,1,1,1,2,61,9,3,0,0,0,0,0,9,1,4
201601YR90399,1,1,1,2,42,7,3,0,0,0,0,0,9,1,10
201601YR90400,1,1,1,1,26,6,3,0,0,0,0,0,5,1,2
201601YR90401,1,1,1,1,55,8,3,0,0,0,0,0,1,1,1
201601YR90402,2,1,1,2,43,7,3,0,0,0,0,0,9,1,2
201601YR90403,1,1,3,2,15,3,3,4,3,0,0,2,0,1,1
201601YR90404,2,1,1,1,31,6,3,0,0,0,0,0,3,1,1
201601YR90405,1,1,1,1,30,6,3,0,0,0,0,0,9,1,3
201601YR90406,2,1,1,1,49,8,3,0,0,0,0,0,9,-1,-1
201601YR90407,1,1,2,2,42,7,3,0,0,0,4,0,11,1,1
201601YR90408,1,1,3,2,48,8,3,4,2,0,0,2,0,1,3
201601YR90409,1,1,1,1,19,4,3,0,0,0,0,0,9,1,3
201601YR90409,2,2,1,1,42,7,3,0,0,0,0,0,19,-1,-1
201601YR90411,1,1,2,1,18,4,3,0,0,0,4,0,11,1,3
201601YR90411,1,2,2,1,-1,-1,3,0,0,0,2,0,11,-1,-1
201601YR90412,1,1,3,1,51,8,3,10,1,0,0,2,0,-1,-1
201601YR90413,1,1,3,2,20,4,3,4,1,0,0,2,0,1,6
201601YR90414,1,1,2,2,75,10,3,0,0,0,3,0,11,1,2
201601YR90416,1,1,1,1,23,5,3,0,0,0,0,0,9,1,3
201601YR90417,1,1,1,1,24,5,3,0,0,0,0,0,9,1,2
201601YR90418,2,1,1,1,32,6,3,0,0,0,0,0,3,1,7
201601YR90420,2,1,1,1,50,8,3,0,0,0,0,0,19,1,1
201601YR90421,1,1,3,1,27,6,2,5,9,0,0,2,0,1,4
201601YR90422,1,1,1,1,27,6,3,0,0,0,0,0,3,1,2
201601YR90422,1,2,3,1,13,3,3,5,1,0,0,2,0,1,10
201601YR90423,2,1,1,1,59,9,3,0,0,0,0,0,9,1,8
201601YR90424,1,2,2,2,65,9,3,0,0,1,0,0,9,1,2
201601YR90424,2,1,1,2,31,6,3,0,0,0,0,0,9,1,3
201601YR90425,1,1,1,1,37,7,3,0,0,0,0,0,3,-1,-1
201601YR90427,1,1,1,1,24,5,3,0,0,0,0,0,9,1,3
201601YR90427,1,3,2,1,20,4,3,0,0,1,0,0,9,1,3
201601YR90427,2,2,1,2,37,7,3,0,0,0,0,0,9,1,5
201601YR90428,1,1,3,1,12,3,3,5,2,0,0,2,0,1,1
201601YR90429,1,1,1,2,38,7,3,0,0,0,0,0,9,1,2
201601YR90429,2,2,1,1,49,8,3,0,0,0,0,0,9,1,2
201601YR90429,3,3,2,2,51,8,3,0,0,2,0,0,9,1,2
201601YR90429,3,4,2,2,-1,-1,3,0,0,2,0,0,9,1,2
201601YR90430,1,1,3,1,28,6,2,10,3,0,0,2,0,1,3
201601YR90431,1,1,3,2,79,11,3,1,3,0,0,2,0,1,4
201601YR90432,1,1,1,1,34,6,3,0,0,0,0,0,3,1,3
201601YR90433,1,1,1,1,64,9,3,0,0,0,0,0,20,1,2
201601YR90433,2,3,1,1,27,6,3,0,0,0,0,0,19,-1,-1
201601YR90433,2,4,2,1,29,6,3,0,0,0,0,0,19,1,4
201601YR90433,3,2,1,2,48,8,3,0,0,0,0,0,9,1,3
201601YR90434,1,1,2,2,57,9,3,0,0,0,3,0,11,1,5
201601YR90435,2,1,1,1,36,7,3,0,0,0,0,0,4,-1,-1
201601YR90436,1,1,3,1,75,10,3,5,1,0,0,2,0,1,3
201601YR90440,1,1,1,1,60,9,3,0,0,0,0,0,9,1,2
201601YR90441,1,1,1,1,21,5,3,0,0,0,0,0,9,1,1
201601YR90442,2,1,1,1,20,4,3,0,0,0,0,0,1,1,1
201601YR90445,1,1,1,2,51,8,3,0,0,0,0,0,9,1,3
201601YR90446,1,1,3,2,30,6,2,1,9,0,0,2,0,1,3
201601YR90447,1,1,3,1,55,8,3,9,9,0,0,2,0,1,3
201601YR90448,1,1,1,2,34,6,3,0,0,0,0,0,9,1,5
201601YR90449,2,1,1,1,-1,-1,2,0,0,0,0,0,9,-1,-1
201601YR90450,1,1,1,1,31,6,3,0,0,0,0,0,1,1,4
201601YR90451,1,1,3,1,53,8,3,5,9,0,0,2,0,1,2
201601YR90452,1,1,3,2,34,6,3,1,9,0,0,2,0,1,3
201601YR90453,1,1,1,1,33,6,2,0,0,0,0,0,9,1,6
201601YR90454,1,1,1,1,30,6,3,0,0,0,0,0,4,1,6
201601YR90455,1,1,3,2,58,9,2,5,1,0,0,2,0,1,7
201601YR90456,1,1,1,2,20,4,3,0,0,0,0,0,9,1,3
201601YR90457,1,1,3,1,48,8,3,9,9,0,0,2,0,1,1
201601YR90459,2,1,1,1,42,7,2,0,0,0,0,0,5,3,8
201601YR90462,1,1,1,2,25,5,2,0,0,0,0,0,9,1,8
201601YR90464,1,2,2,1,2,1,3,0,0,1,0,0,9,1,2
201601YR90464,2,1,1,2,41,7,3,0,0,0,0,0,9,1,2
201601YR90465,2,1,1,1,33,6,3,0,0,0,0,0,1,1,-1
201601YR90467,1,1,1,2,30,6,3,0,0,0,0,0,1,1,5
201601YR90468,2,1,1,1,32,6,3,0,0,0,0,0,1,1,3
201601YR90469,1,1,1,1,45,7,3,0,0,0,0,0,3,1,5
201601YR90470,1,1,3,2,44,7,3,5,9,0,0,2,0,1,4
201601YR90471,1,1,1,1,28,6,3,0,0,0,0,0,3,-1,-1
201601YR90471,2,2,1,2,28,6,3,0,0,0,0,0,3,1,2
201601YR90474,1,1,1,1,36,7,3,0,0,0,0,0,9,1,1
201601YR90475,1,1,1,1,52,8,3,0,0,0,0,0,8,1,1
201601YR90476,2,1,1,1,28,6,3,0,0,0,0,0,1,1,2
201601YR90477,2,1,1,2,36,7,3,0,0,0,0,0,9,1,1
201601YR90478,1,1,3,1,11,3,3,5,3,0,0,2,0,1,4
201601YR90481,1,1,3,1,35,6,2,5,1,0,0,2,0,-1,-1
201601YR90482,1,1,2,2,0,1,3,0,0,0,4,0,11,1,2
201601YR90483,2,1,1,1,32,6,3,0,0,0,0,0,1,1,3
201601YR90486,1,1,3,1,13,3,2,5,2,0,0,2,0,1,2
201601YR90487,1,1,1,2,34,6,3,0,0,0,0,0,9,1,2
201601YR90488,1,1,3,2,11,3,3,4,1,0,0,2,0,1,2
201601YR90489,2,1,1,1,18,4,3,0,0,0,0,0,3,1,2
201601YR90491,1,1,1,2,21,5,3,0,0,0,0,0,5,1,2
201601YR90492,1,1,1,1,64,9,3,0,0,0,0,0,9,1,1
201601YR90492,1,2,2,2,66,10,2,0,0,1,0,0,9,1,1
201601YR90493,2,1,1,2,53,8,3,0,0,0,0,0,9,-1,-1
201601YR90494,1,1,1,1,57,9,3,0,0,0,0,0,1,1,2
201601YR90495,1,1,3,2,58,9,3,6,9,0,0,2,0,1,3
201601YR90495,1,2,3,2,51,8,3,6,9,0,0,2,0,1,1
201601YR90496,1,1,3,1,28,6,3,10,9,0,0,2,0,1,2
201601YR90497,2,1,1,1,41,7,3,0,0,0,0,0,1,1,4
201601YR90499,1,1,1,1,34,6,3,0,0,0,0,0,1,1,7
201601YR90500,1,1,3,1,7,2,3,5,3,0,0,2,0,1,4
201601YR90501,1,1,1,1,30,6,3,0,0,0,0,0,3,1,2
201601YR90502,1,1,3,1,-1,-1,3,5,9,0,0,2,0,-1,-1
201601YR90504,1,1,1,2,28,6,3,0,0,0,0,0,3,1,2
201601YR90505,1,1,1,1,26,6,3,0,0,0,0,0,9,-1,-1
201601YR90505,1,2,2,1,26,6,3,0,0,1,0,0,9,1,3
201601YR90506,2,1,1,1,55,8,3,0,0,0,0,0,1,1,2
201601YR90507,1,1,1,2,21,5,3,0,0,0,0,0,9,1,1
201601YR90509,1,1,1,1,49,8,2,0,0,0,0,0,1,1,3
201601YR90510,1,1,1,2,21,5,3,0,0,0,0,0,9,1,3
201601YR90511,1,1,1,1,32,6,2,0,0,0,0,0,5,1,3
201601YR90512,1,1,1,1,29,6,3,0,0,0,0,0,9,1,2
201601YR90513,1,1,1,1,19,4,3,0,0,0,0,0,9,1,6
201601YR90514,2,1,1,1,52,8,3,0,0,0,0,0,4,1,10
201601YR90515,1,1,1,1,27,6,3,0,0,0,0,0,9,1,6
201601YR90516,1,1,1,2,78,11,3,0,0,0,0,0,9,1,5
201601YR90517,1,1,3,1,52,8,3,5,1,0,0,2,0,1,2
201601YR90519,2,1,1,1,24,5,3,0,0,0,0,0,3,1,3
201601YR90520,2,1,1,1,25,5,3,0,0,0,0,0,1,1,3
201601YR90521,1,1,1,2,20,4,3,0,0,0,0,0,9,-1,-1
201601YR90521,1,2,2,2,19,4,3,0,0,1,0,0,9,-1,-1
201601YR90522,1,1,2,1,2,1,3,0,0,0,4,0,11,1,7
201601YR90523,1,1,1,2,50,8,3,0,0,0,0,0,9,1,5
201601YR90523,1,2,2,2,10,2,3,0,0,2,0,0,9,1,5
201601YR90524,1,1,1,1,22,5,3,0,0,0,0,0,9,1,6
201601YR90525,1,1,1,2,46,8,3,0,0,0,0,0,1,1,8
201601YR90527,1,1,1,1,40,7,3,0,0,0,0,0,1,1,3
201601YR90528,1,1,1,1,25,5,3,0,0,0,0,0,19,1,2
201601YR90529,2,1,1,1,20,4,3,0,0,0,0,0,2,1,1
201601YR90530,1,1,1,1,52,8,3,0,0,0,0,0,9,1,3
201601YR90531,1,1,1,1,25,5,3,0,0,0,0,0,3,1,5
201601YR90532,2,1,1,1,22,5,3,0,0,0,0,0,3,1,2
201601YR90533,1,1,1,1,26,6,3,0,0,0,0,0,9,1,6
201601YR90534,1,1,1,1,29,6,3,0,0,0,0,0,9,1,8
201601YR90535,1,1,1,1,39,7,3,0,0,0,0,0,9,1,3
201601YR90535,1,2,2,2,12,3,3,0,0,2,0,0,9,1,3
201601YR90537,1,1,1,2,33,6,3,0,0,0,0,0,9,1,3
201601YR90538,1,2,1,1,27,6,3,0,0,0,0,0,9,1,7
201601YR90538,2,1,1,1,59,9,3,0,0,0,0,0,9,1,2
201601YR90539,1,1,3,1,4,1,3,10,9,0,0,2,0,1,2
201601YR90540,2,1,1,1,49,8,3,0,0,0,0,0,1,1,3
201601YR90541,1,1,1,2,45,7,3,0,0,0,0,0,9,1,8
201601YR90541,1,2,2,1,10,2,3,0,0,1,0,0,9,-1,-1
201601YR90542,1,1,3,1,15,3,3,5,1,0,0,2,0,1,4
201601YR90543,1,1,1,1,46,8,3,0,0,0,0,0,1,1,7
201601YR90544,1,1,3,1,23,5,3,5,1,0,0,2,0,1,2
201601YR90546,1,1,1,1,40,7,3,0,0,0,0,0,1,1,3
201601YR90547,1,1,1,1,35,6,3,0,0,0,0,0,9,1,4
201601YR90547,2,2,1,2,42,7,3,0,0,0,0,0,9,1,3
201601YR90548,2,1,1,2,-1,-1,3,0,0,0,0,0,90,1,2
201601YR90549,1,1,2,2,1,1,3,0,0,0,4,0,11,1,3
201601YR90550,2,1,1,1,32,6,3,0,0,0,0,0,9,1,5
201601YR90551,1,1,3,1,65,9,3,10,1,0,0,2,0,1,2
201601YR90552,1,1,1,1,38,7,3,0,0,0,0,0,9,1,5
201601YR90553,1,1,3,1,21,5,2,5,1,0,0,2,0,1,1
201601YR90555,1,1,3,1,64,9,3,10,1,0,0,2,0,1,1
201601YR90556,1,1,3,2,-1,-1,3,5,4,0,0,2,0,-1,-1
201601YR90557,1,1,1,1,29,6,3,0,0,0,0,0,5,1,2
201601YR90558,1,1,1,2,21,5,3,0,0,0,0,0,9,3,5
201601YR90559,1,1,2,2,80,11,3,0,0,0,4,0,11,-1,-1
201601YR90560,2,1,1,1,21,5,3,0,0,0,0,0,3,1,3
201601YR90561,2,1,1,1,21,5,3,0,0,0,0,0,3,1,1
201601YR90562,2,1,2,1,-1,-1,3,0,0,1,0,0,9,1,1
201601YR90563,1,1,1,1,5,1,3,0,0,0,0,0,1,1,6
201601YR90564,1,1,3,1,51,8,2,4,2,0,0,2,0,1,2
201601YR90565,1,1,3,1,10,2,3,4,4,0,0,2,0,1,3
201601YR90567,1,1,2,2,60,9,3,0,0,0,3,0,11,-1,-1
201601YR90567,2,2,1,1,48,8,3,0,0,0,0,0,9,1,4
201601YR90569,1,1,1,2,45,7,3,0,0,0,0,0,9,1,8
201601YR90570,1,1,1,2,22,5,3,0,0,0,0,0,9,1,10
201601YR90570,1,2,2,1,24,5,3,0,0,1,0,0,9,1,2
201601YR90571,2,1,1,1,30,6,3,0,0,0,0,0,5,1,7
201601YR90572,1,1,3,1,55,8,3,5,1,0,0,2,0,1,9
201601YR90573,2,1,1,2,39,7,3,0,0,0,0,0,9,-1,-1
201601YR90578,1,1,2,2,72,10,3,0,0,2,0,0,9,-1,-1
201601YR90578,1,2,2,2,4,1,3,0,0,2,0,0,9,1,3
201601YR90579,1,1,3,2,32,6,3,10,9,0,0,2,0,1,1
201601YR90580,1,1,3,1,33,6,3,4,2,0,0,2,0,1,1
201601YR90581,1,1,1,1,27,6,3,0,0,0,0,0,3,1,3
201601YR90581,2,2,1,1,27,6,2,0,0,0,0,0,3,1,3
201601YR90582,2,1,1,1,20,4,3,0,0,0,0,0,9,1,2
201601YR90583,1,1,1,1,29,6,3,0,0,0,0,0,1,1,2
201601YR90585,1,1,3,1,63,9,3,1,1,0,0,2,0,1,3
201601YR90586,1,1,2,2,15,3,3,0,0,1,0,0,9,1,5
201601YR90587,1,1,2,2,76,11,3,0,0,0,3,0,11,1,5
201601YR90588,1,1,1,1,22,5,3,0,0,0,0,0,3,1,5
201601YR90589,1,2,1,1,17,4,3,0,0,0,0,0,2,1,1
201601YR90589,2,1,1,2,23,5,3,0,0,0,0,0,9,1,3
201601YR90590,1,1,1,1,24,5,3,0,0,0,0,0,9,3,7
201601YR90591,1,1,1,2,26,6,3,0,0,0,0,0,9,1,1
201601YR90592,1,1,1,1,60,9,3,0,0,0,0,0,3,1,7
201601YR90592,2,2,1,1,24,5,3,0,0,0,0,0,9,1,6
201601YR90593,1,1,1,1,20,4,3,0,0,0,0,0,9,1,1
201601YR90594,1,1,1,1,-1,-1,3,0,0,0,0,0,3,1,2
201601YR90595,3,1,1,2,21,5,3,0,0,0,0,0,1,1,2
201601YR90596,2,1,1,1,30,6,3,0,0,0,0,0,9,1,2
201601YR90597,1,1,2,2,69,10,3,0,0,0,3,0,11,1,1
201601YR90598,1,1,1,1,44,7,3,0,0,0,0,0,1,1,1
201601YR90599,1,1,1,1,30,6,3,0,0,0,0,0,1,-1,-1
201601YR90600,1,1,3,2,27,6,3,5,1,0,0,2,0,-1,-1
201601YR90601,1,1,2,2,25,5,3,0,0,1,0,0,9,1,1
201601YR90602,1,1,2,1,7,2,3,0,0,0,3,0,11,1,3
201601YR90602,1,2,2,2,60,9,3,0,0,0,4,0,11,-1,-1
201601YR90603,1,1,2,2,50,8,3,0,0,0,4,0,11,1,2
201601YR90603,1,2,2,2,55,8,3,0,0,0,4,0,11,-1,-1
201601YR90603,1,3,2,2,38,7,3,0,0,0,4,0,11,1,4
201601YR90605,1,1,1,1,38,7,3,0,0,0,0,0,1,1,4
201601YR90606,1,1,1,1,20,4,3,0,0,0,0,0,3,1,1
201601YR90607,1,1,1,1,54,8,3,0,0,0,0,0,9,1,2
201601YR90607,2,2,2,1,13,3,3,0,0,1,0,0,9,1,1
201601YR90608,2,1,1,2,23,5,3,0,0,0,0,0,9,1,1
201601YR90609,1,1,1,1,58,9,3,0,0,0,0,0,9,1,8
201601YR90609,1,2,2,2,61,9,3,0,0,1,0,0,9,-1,-1
201601YR90610,1,1,1,2,51,8,3,0,0,0,0,0,9,1,6
201601YR90611,1,1,1,1,17,4,3,0,0,0,0,0,4,1,2
201601YR90611,1,2,3,1,13,3,3,5,1,0,0,2,0,1,1
201601YR90612,1,1,1,1,20,4,3,0,0,0,0,0,3,1,8
201601YR90613,2,1,2,1,26,6,3,0,0,1,0,0,9,1,7
201601YR90613,2,2,2,2,18,4,3,0,0,2,0,0,9,1,2
201601YR90613,2,3,2,1,31,6,3,0,0,2,0,0,9,1,1
201601YR90614,1,1,2,2,49,8,3,0,0,2,0,0,9,1,4
201601YR90614,1,2,1,1,52,8,3,0,0,0,0,0,9,1,4
201601YR90615,1,1,1,1,29,6,3,0,0,0,0,0,5,-1,-1
201601YR90616,2,1,1,1,43,7,3,0,0,0,0,0,19,1,4
201601YR90617,1,1,1,2,23,5,3,0,0,0,0,0,9,1,1
201601YR90619,1,1,1,1,24,5,3,0,0,0,0,0,3,1,2
201601YR90620,1,1,1,2,45,7,3,0,0,0,0,0,9,1,3
201601YR90620,2,2,2,2,77,11,3,0,0,0,4,0,11,1,3
201601YR90620,2,3,2,2,48,8,3,0,0,0,3,0,11,1,1
201601YR90620,2,4,1,1,56,9,3,0,0,0,0,0,11,1,2
201601YR90621,1,1,3,2,60,9,3,6,9,0,0,2,0,1,2
201601YR90622,1,1,1,1,22,5,3,0,0,0,0,0,9,1,1
201601YR90622,2,2,1,1,50,8,3,0,0,0,0,0,9,-1,-1
201601YR90624,1,1,2,2,23,5,3,0,0,2,0,0,9,1,1
201601YR90624,1,2,2,1,3,1,3,0,0,2,0,0,9,1,1
201601YR90625,1,1,1,1,33,6,3,0,0,0,0,0,5,1,4
201601YR90627,1,1,3,1,15,3,3,5,2,0,0,2,0,1,3
201601YR90629,1,1,1,1,27,6,3,0,0,0,0,0,1,1,5
201601YR90630,1,1,3,2,26,6,3,1,2,0,0,2,0,-1,-1
201601YR90631,1,1,1,1,37,7,3,0,0,0,0,0,8,1,5
201601YR90631,2,2,1,1,-1,-1,3,0,0,0,0,0,8,1,3
201601YR90631,2,6,2,1,22,5,3,0,0,1,0,0,8,-1,-1
201601YR90631,3,3,1,2,-1,-1,3,0,0,0,0,0,9,1,3
201601YR90631,3,4,2,2,24,5,3,0,0,2,0,0,9,1,1
201601YR90631,3,5,2,2,26,6,3,0,0,1,0,0,9,1,6
201601YR90632,1,1,1,1,41,7,3,0,0,0,0,0,5,1,3
